SYSTEM IP,SYSTEM NAME,MANAGER,SCAN ID,STATUS,FIX,CIS,PCI,IOS,DESCRIPTION,CHECK NAME
IP_001,HOST_A,server,SCAN_001,FAIL,- IF - cron is installed on the system: Run the following commands to set ownership and permissions on the /etc/cron.d directory: # chown root:root /etc/cron.d/ # chmod og-rwx /etc/cron.d/.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The /etc/cron.d directory contains system cron jobs that need to run in a similar manner to the hourly, daily weekly and monthly jobs from /etc/crontab, but require more granular control as to when they run. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.",Ensure permissions on /etc/cron.d are configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the UsePAM parameter to yes above any Include entries as follows: UsePAM yes Note: First occurrence of an option takes precedence. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",5.2,,A.9.4.3,The UsePAM directive enables the Pluggable Authentication Module (PAM) interface. If set to yes this will enable PAM authentication using ChallengeResponseAuthentication and PasswordAuthentication directives in addition to PAM account and session module processing for all authentication types.,Ensure sshd UsePAM is enabled.
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit the /etc/ssh/sshd_config file to set the PermitRootLogin parameter to no above any Include and Match entries as follows: PermitRootLogin no Note: First occurrence of an option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location. Internal Only - General.",5.4,"7.1,7.1.1,7.1.2,7.1.3",A.9.2.3,The PermitRootLogin parameter specifies if the root user can log in using SSH. The default is prohibit-password.,Ensure sshd PermitRootLogin is disabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the PermitUserEnvironment parameter to no above any Include entries as follows: PermitUserEnvironment no Note: First occurrence of an option takes precedence. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",,,,The PermitUserEnvironment option allows users to present environment options to the SSH daemon.,Ensure sshd PermitUserEnvironment is disabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the IgnoreRhosts parameter to yes above any Include and Match entries as follows: IgnoreRhosts yes Note: First occurrence of a option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",5.2,,A.9.4.3,The IgnoreRhosts parameter specifies that .rhosts and .shosts files will not be used in RhostsRSAAuthentication or HostbasedAuthentication.,Ensure sshd IgnoreRhosts is enabled.
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit the /etc/ssh/sshd_config file to set the LoginGraceTime parameter to 60 seconds or less above any Include entry as follows: LoginGraceTime 60 Note: First occurrence of a option takes precedence. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",,,,The LoginGraceTime parameter specifies the time allowed for successful authentication to the SSH server. The longer the Grace period is the more open unauthenticated connections can exist. Like other session controls in this session the Grace Period should be limited to appropriate organizational limits to ensure the service is available for needed access.,Ensure sshd LoginGraceTime is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit the /etc/ssh/sshd_config file to set the ClientAliveInterval and ClientAliveCountMax parameters above any Include and Match entries according to site policy. Example: ClientAliveInterval 15 ClientAliveCountMax 3 Note: First occurrence of a option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location. Internal Only - General.",,,,"Note: To clarify, the two settings described below are only meant for idle connections from a protocol perspective and are not meant to check if the user is active or not. An idle user does not mean an idle connection. SSH does not and never had, intentionally, the capability to drop idle users. In SSH versions before 8.2p1 there was a bug that caused these values to behave in such a manner that they were abused to disconnect idle users. This bug has been resolved in 8.2p1 and thus it can no longer be abused disconnect idle users. The two options ClientAliveInterval and ClientAliveCountMax control the timeout of SSH sessions. Taken directly from man 5 sshd_config: - ClientAliveInterval Sets a timeout interval in seconds after which if no data has been received from the client, sshd(8) will send a message through the encrypted channel to request a response from the client. The default is 0, indicating that these messages will not be sent to the client. - ClientAliveCountMax Sets the number of client alive messages which may be sent without sshd(8) receiving any messages back from the client. If this threshold is reached while client alive messages are being sent, sshd will disconnect the client, terminating the session. It is important to note that the use of client alive messages is very different from TCPKeepAlive. The client alive messages are sent through the encrypted channel and therefore will not be spoofable. The TCP keepalive option enabled by TCPKeepAlive is spoofable. The client alive mechanism is valuable when the client or server depend on knowing when a connection has become unresponsive. The default value is 3. If ClientAliveInterval is set to 15, and ClientAliveCountMax is left at the default, unresponsive SSH clients will be disconnected after approximately 45 seconds. Setting a zero ClientAliveCountMax disables connection termination. Internal Only - General.",Ensure sshd ClientAliveInterval and ClientAliveCountMax are configured.
IP_001,HOST_A,server,SCAN_001,PASS,"If the currently configured timeout is larger than 15 minutes, edit the file listed in the audit section with visudo -f <PATH TO FILE> and modify the entry timestamp_timeout= to 15 minutes or less as per your site policy. The value is in minutes. This particular entry may appear on it's own, or on the same line as env_reset. See the following two examples: Defaults env_reset, timestamp_timeout=15 Defaults timestamp_timeout=15 Defaults env_reset.",5.4,"7.1,7.1.1,7.1.2,7.1.3",A.9.2.3,sudo caches used credentials for a default of 15 minutes. This is for ease of use when there are multiple administrative tasks to perform. The timeout can be modified to suit local security policies. This default is distribution specific. See audit section for further information.,Ensure sudo authentication timeout is configured correctly.
IP_001,HOST_A,server,SCAN_001,FAIL,"Create an empty group that will be specified for use of the su command. The group should be named according to site policy. Example: # groupadd sugroup Add the following line to the /etc/pam.d/su file, specifying the empty group: auth required pam_wheel.so use_uid group=sugroup.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The su command allows a user to run a command or shell as another user. The program has been superseded by sudo, which allows for more granular control over privileged access. Normally, the su command can be executed by any user. By uncommenting the pam_wheel.so statement in /etc/pam.d/su, the su command will only allow users in a specific groups to execute su. This group should be empty to reinforce the use of sudo for privileged access.",Ensure access to the su command is restricted.
IP_001,HOST_A,server,SCAN_001,PASS,Run the following command to install libpam-pwquality: # apt install libpam-pwquality.,,,,libpwquality provides common functions for password quality checking and scoring them based on their apparent randomness. The library also provides a function for generating random passwords with good pronounceability. This module can be plugged into the password stack of a given service to provide some plug-in strength-checking for passwords. The code was originally based on pam_cracklib module and the module is backwards compatible with its options.,Ensure libpam-pwquality is installed.
IP_001,HOST_A,server,SCAN_001,FAIL,"Set the PASS_MAX_DAYS parameter to conform to site policy in /etc/login.defs : PASS_MAX_DAYS 365 Modify user parameters for all users with a password set to match: # chage --maxdays 365 <user> Edit /etc/login.defs and set PASS_MAX_DAYS to a value greater than 0 that follows local site policy: Example: PASS_MAX_DAYS 365 Run the following command to modify user parameters for all users with a password set to a maximum age no greater than 356 or less than 1 that follows local site policy: # chage --maxdays <N> <user> Example: # awk -F: '($2~/^\$.+\$/) {if($5 > 365 || $5 < 1)system (""chage --maxdays 365 "" $1)}' /etc/shadow.",5.2,,A.9.4.3,"The PASS_MAX_DAYS parameter in /etc/login.defs allows an administrator to force passwords to expire once they reach a defined age. PASS_MAX_DAYS <N> - The maximum number of days a password may be used. If the password is older than this, a password change will be forced. If not specified, -1 will be assumed (which disables the restriction).",Ensure password expiration is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit /etc/login.defs and set PASS_WARN_AGE to a value of 7 or more that follows local site policy: Example: PASS_WARN_AGE 7 Run the following command to modify user parameters for all users with a password set to a minimum warning to 7 or more days that follows local site policy: # chage --warndays <N> <user> Example: # awk -F: '($2~/^\$.+\$/) {if($6 < 7)system (""chage --warndays 7 "" $1)}' /etc/shadow.",4.1,"11.5,2.2",A.9.4.3,"The PASS_WARN_AGE parameter in /etc/login.defs allows an administrator to notify users that their password will expire in a defined number of days. PASS_WARN_AGE <N> - The number of days warning given before a password expires. A zero means warning is given only upon the day of expiration, a negative value means no warning is given. If not specified, no warning will be provided.",Ensure password expiration warning days is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following command to set the default password inactivity period to 45 days or less that meets local site policy: # useradd -D -f <N> Example: # useradd -D -f 45 Run the following command to modify user parameters for all users with a password set to a inactive age of 45 days or less that follows local site policy: # chage --inactive <N> <user> Example: # awk -F: '($2~/^\$.+\$/) {if($7 > 45 || $7 < 0)system (""chage --inactive 45 "" $1)}' /etc/shadow.",5.2,,A.9.4.3,User accounts that have been inactive for over a given period of time can be automatically disabled. INACTIVE - Defines the number of days after the password exceeded its maximum age where the user is expected to replace this password. The value is stored in the shadow password file. An input of 0 will disable an expired password with no delay. An input of -1 will blank the respective field in the shadow password file.,Ensure inactive password lock is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following commands to remove excess permissions, set owner, and set group on /etc/group: # chmod u-x,go-wx /etc/group # chown root:root /etc/group.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /etc/group file contains a list of all the valid groups defined in the system. The command below allows read/write access for root and read access for everyone else.,Ensure permissions on /etc/group are configured.
IP_001,HOST_A,server,SCAN_001,PASS,Analyze the output of the Audit step above and perform the appropriate action to correct any discrepancies found.,"3.3,14.6","7.1,7.1.1,7.1.2,7.1.3",,"Over time, system administration errors and changes can lead to groups being defined in /etc/passwd but not in /etc/group.",Ensure all groups in /etc/passwd exist in /etc/group.
IP_001,HOST_A,server,SCAN_001,PASS,"For specific configuration requirements of the /dev/shm mount for your environment, modify /etc/fstab. Example: tmpfs /dev/shm defaults,rw,nosuid,nodev,noexec,relatime,size=2G 0 0 tmpfs.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The /dev/shm directory is a world-writable directory that can function as shared memory that facilitates inter process communication (IPC).,Ensure /dev/shm is a separate partition.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following commands to stop tftpd-hpa.service, and remove the tftpd-hpa package: # systemctl stop tftpd-hpa.service # apt purge tftpd-hpa - OR - - IF - the tftpd-hpa package is required as a dependency: Run the following commands to stop and mask tftpd-hpa.service: # systemctl stop tftpd-hpa.service # systemctl mask tftpd-hpa.service.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,Trivial File Transfer Protocol (TFTP) is a simple protocol for exchanging files between two TCP/IP machines. TFTP servers allow connections from a TFTP Client for sending and receiving files.,Ensure tftp server services are not in use.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following script to set mode, ownership, and group on the public SSH host key files: #!/usr/bin/env bash { l_output="""" l_output2="""" l_pmask=""0133"" && l_maxperm=""$( printf '%o' $(( 0777 & ~$l_pmask )) )"" FILE_ACCESS_FIX() { while IFS=: read -r l_file_mode l_file_owner l_file_group; do l_out2="""" if [ $(( $l_file_mode & $l_pmask )) -gt 0 ]; then l_out2=""$l_out2\n - Mode: \""$l_file_mode\"" should be mode: \""$l_maxperm\"" or more restrictive\n - updating to mode: \:$l_maxperm\"""" chmod u-x,go-wx fi if [ ""$l_file_owner"" != ""root"" ]; then l_out2=""$l_out2\n - Owned by: \""$l_file_owner\"" should be owned by \""root\""\n - Changing ownership to \""root\"""" chown root ""$l_file"" fi if [ ""$l_file_group"" != ""root"" ]; then l_out2=""$l_out2\n - Owned by group \""$l_file_group\"" should be group owned by: \""root\""\n - Changing group ownership to \""root\"""" chgrp root ""$l_file"" fi if [ -n ""$l_out2"" ]; then l_output2=""$l_output2\n - File: \""$l_file\""$l_out2"" else l_output=""$l_output\n - File: \""$l_file\""\n - Correct: mode: \""$l_file_mode\"", owner: \""$l_file_owner\"", and group owner: \""$l_file_group\"" configured"" fi done < <(stat -Lc '%#a:%U:%G' ""$l_file"") } while IFS= read -r -d $'\0' l_file; do if ssh-keygen -lf &>/dev/null ""$l_file""; then file ""$l_file"" | grep -Piq -- '\bopenssh\h+([^#\n\r]+\h+)?public\h+key\b' && FILE_ACCESS_FIX fi done < <(find -L /etc/ssh -xdev -type f -print0 2>/dev/null) if [ -z ""$l_output2"" ]; then echo -e ""\n- No access changes required\n"" else echo -e ""\n- Remediation results:\n$l_output2\n"" fi }.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"An SSH public key is one of two files used in SSH public key authentication. In this authentication method, a public key is a key that can be used for verifying digital signatures generated using a corresponding private key. Only a public key that corresponds to a private key will be able to authenticate successfully.",Ensure permissions on SSH public host key files are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following script to verify the pam_pwquality.so line exists in a pam-auth-update profile: # grep -P -- '\bpam_pwhistory\.so\b' /usr/share/pam-configs/* Output should be similar to: /usr/share/pam-configs/pwhistory: requisite pam_pwhistory.so remember=24 enforce_for_root try_first_pass use_authtok - IF - similar output is returned: Run the following command to update /etc/pam.d/common-password with the returned profile: # pam-auth-update --enable {PROFILE_NAME} Example: # pam-auth-update pwhistory - IF - similar output is NOT returned: Run the following script to create a pam-auth-update profile for pwhistory: !#/usr/bin/env bash { arr=('Name: pwhistory password history checking' 'Default: yes' 'Priority: 1024' 'Password-Type: Primary' 'Password:' ' requisite pam_pwhistory.so remember=24 enforce_for_root try_first_pass use_authtok') printf '%s\n' ""${arr[@]}"" > /usr/share/pam-configs/pwhistory } Run the following command to update /etc/pam.d/common-password with the pwhistory profile: # pam-auth-update --enable pwhistory Note: - The name used for the file must be used in the pam-auth-update --enable command - The Name: line should be easily recognizable and understood - The Priority: Line is important as it effects the order of the lines in the - /etc/pam.d/ files If a site specific custom profile is being used in your environment to configure PAM that includes the configuration for the pam_pwhistory module, enable that module instead Internal Only - General.",5.2,,A.9.4.3,"The pam_pwhistory.so module saves the last passwords for each user in order to force password change history and keep the user from alternating between the same password too frequently. This module does not work together with kerberos. In general, it does not make much sense to use this module in conjunction with NIS or LDAP, since the old passwords are stored on the local machine and are not available on another machine for password history checking.",Ensure pam_pwhistory module is enabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/ directory or the file /etc/security/pwquality.conf and add or modify the following line to set difok to 2 or more. Ensure setting conforms to local site policy: Example: #!/usr/bin/env bash { sed -ri 's/^\s*difok\s*=/# &/' /etc/security/pwquality.conf [ ! -d /etc/security/pwquality.conf.d/ ] && mkdir /etc/security/pwquality.conf.d/ printf '\n%s' ""difok = 2"" > /etc/security/pwquality.conf.d/50-pwdifok.conf } Run the following command: # grep -Pl -- '\bpam_pwquality\.so\h+([^#\n\r]+\h+)?difok\b' /usr/share/pam- configs/* Edit any returned files and remove the difok argument from the pam_pwquality.so line(s):.",5.2,,A.9.4.3,The pwquality difok option sets the number of characters in a password that must not be present in the old password.,Ensure password number of changed characters is configured.
IP_001,HOST_A,server,SCAN_001,NA,"Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/ directory or the file /etc/security/pwquality.conf and add or modify the following line to set maxsequence to 3 or less and not 0. Ensure setting conforms to local site policy: Example: #!/usr/bin/env bash { sed -ri 's/^\s*maxsequence\s*=/# &/' /etc/security/pwquality.conf [ ! -d /etc/security/pwquality.conf.d/ ] && mkdir /etc/security/pwquality.conf.d/ printf '\n%s' ""maxsequence = 3"" > /etc/security/pwquality.conf.d/50- pwmaxsequence.conf } Run the following command: # grep -Pl -- '\bpam_pwquality\.so\h+([^#\n\r]+\h+)?maxsequence\b' /usr/share/pam-configs/* Edit any returned files and remove the maxsequence argument from the pam_pwquality.so line(s):.",5.2,,A.9.4.3,The pwquality maxsequence option sets the maximum length of monotonic character sequences in the new password. Examples of such sequence are 12345 or fedcb. The check is disabled if the value is 0. Note: Most such passwords will not pass the simplicity check unless the sequence is only a minor part of the password.,Ensure password maximum sequential characters is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Edit any file ending in .conf in the /etc/security/pwquality.conf.d/ directory and/or the file /etc/security/pwquality.conf and comment out or remove any instance of dictcheck = 0: Example: # sed -ri 's/^\s*dictcheck\s*=/# &/' /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf Run the following command: # grep -Pl -- '\bpam_pwquality\.so\h+([^#\n\r]+\h+)?dictcheck\b' /usr/share/pam-configs/* Edit any returned files and remove the dictcheck argument from the pam_pwquality.so line(s) Internal Only - General.,5.2,,A.9.4.3,The pwquality dictcheck option sets whether to check for the words from the cracklib dictionary.,Ensure password dictionary check is enabled.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command: # grep -Pl -- '\bpam_pwquality\.so\h+([^#\n\r]+\h+)?enforcing=0\b' /usr/share/pam-configs/* Edit any returned files and remove the enforcing=0 argument from the pam_pwquality.so line(s) Edit /etc/security/pwquality.conf and all files ending in .conf in the /etc/security/pwquality.conf.d/ directory and remove or comment out any line containing the enforcing = 0 argument: Example: # sed -ri 's/^\s*enforcing\s*=\s*0/# &/' /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf.,5.2,,A.9.4.3,"The pam_pwquality module can be configured to either reject a password if it fails the checks, or only print a warning. This is configured by setting the enforcing=<N> argument. If nonzero, a password will be rejected if it fails the checks, otherwise only a warning message will be provided. This setting applies only to the pam_pwquality module and possibly other applications that explicitly change their behavior based on it. It does not affect pwmake(1) and pwscore(1).",Ensure password quality checking is enforced.
IP_001,HOST_A,server,SCAN_001,NA,"Edit or add the following line in a *.conf file in /etc/security/pwquality.conf.d or in /etc/security/pwquality.conf: Example: #!/urs/bin/env bash { [ ! -d /etc/security/pwquality.conf.d/ ] && mkdir /etc/security/pwquality.conf.d/ printf '\n%s\n' ""enforce_for_root"" > /etc/security/pwquality.conf.d/50- pwroot.conf }.",5.2,,A.9.4.3,"If the pwquality enforce_for_root option is enabled, the module will return error on FAILcheck even if the user changing the password is root. This option is off by default which means that just the message about the FAILcheck is printed but root can change the password anyway. Note: The root is not asked for an old password so the checks that compare the old and new password are not performed.",Ensure password quality is enforced for the root user.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to set a password for the root user: # passwd root.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,There are a number of methods to access the root account directly. Without a password set any user would be able to gain access and thus control over the entire system.,Ensure root password is set.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following commands to remove excess permissions, set owner, and set group on /etc/security/opasswd and /etc/security/opasswd.old is they exist: # [ -e ""/etc/security/opasswd"" ] && chmod u-x,go-rwx /etc/security/opasswd # [ -e ""/etc/security/opasswd"" ] && chown root:root /etc/security/opasswd # [ -e ""/etc/security/opasswd.old"" ] && chmod u-x,go-rwx /etc/security/opasswd.old # [ -e ""/etc/security/opasswd.old"" ] && chown root:root /etc/security/opasswd.old.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,/etc/security/opasswd and it's backup /etc/security/opasswd.old hold user's previous passwords if pam_unix or pam_pwhistory is in use on the system.,Ensure permissions on /etc/security/opasswd are configured.
IP_001,web_HOST_A,server,1439223498,FAIL,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate. Internal Only - General.",8.3,10.7,A.12.4.1,The /var/log directory is used by system services to store log data.,Ensure separate partition exists for /var/log.
IP_001,web_HOST_A,server,1439223498,FAIL,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log/audit. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",8.3,10.7,A.12.4.1,"The auditing daemon, auditd, stores log data in the /var/log/audit directory.",Ensure separate partition exists for /var/log/audit.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop autofs.service and remove the autofs package: # systemctl stop autofs.service # apt purge autofs - OR - - IF - the autofs package is required as a dependency: Run the following commands to stop and mask autofs.service: # systemctl stop autofs.service # systemctl mask autofs.service.,10.3,,A.12.2.1,"autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.",Ensure autofs services are not in use.
IP_001,web_HOST_A,server,1439223498,FAIL,"Create an encrypted password with grub-mkpasswd-pbkdf2: # grub-mkpasswd-pbkdf2 --iteration-count=600000 --salt=64 Enter password: <password> Reenter password: <password> PBKDF2 hash of your password is <encrypted-password> Add the following into a custom /etc/grub.d configuration file: cat <<EOF exec tail -n +2 $0 set superusers=""<username>"" password_pbkdf2 <username> <encrypted-password> EOF The superuser/user information and password should not be contained in the /etc/grub.d/00_header file as this file could be overwritten in a package update. If there is a requirement to be able to boot/reboot without entering the password, edit /etc/grub.d/10_linux and add --unrestricted to the line CLASS= Example: CLASS=""--class gnu-linux --class gnu --class os --unrestricted"" Run the following command to update the grub2 configuration: # update-grub.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,Setting the boot loader password will require that anyone rebooting the system must enter a password before being able to set command line boot parameters.,Ensure bootloader password is set.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - chrony is in use on the system, run the following commands: Run the following command to unmask chrony.service: # systemctl unmask chrony.service Run the following command to enable and start chrony.service: # systemctl --now enable chrony.service - OR - If another time synchronization service is in use on the system, run the following command to remove chrony: # apt purge chrony # apt autoremove chrony.",8.4,10.4,A.12.4.4,chrony is a daemon for synchronizing the system clock across the network.,Ensure chrony is enabled and running.
IP_001,web_HOST_A,server,1439223498,FAIL,"Run the following commands to stop avahi-daemon.socket and avahi-daemon.service, and remove the avahi-daemon package: # systemctl stop avahi-daemon.socket avahi-daemon.service # apt purge avahi-daemon - OR - IF - the avahi-daemon package is required as a dependency: Run the following commands to stop and mask the avahi-daemon.socket and avahi-daemon.service: # systemctl stop avahi-daemon.socket avahi-daemon.service # systemctl mask avahi-daemon.socket avahi-daemon.service.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"Avahi is a free zeroconf implementation, including a system for multicast DNS/DNS-SD service discovery. Avahi allows programs to publish and discover services and hosts running on a local network with no specific configuration. For example, a user can plug a computer into a network and Avahi automatically finds printers to print to, files to look at and people to talk to, as well as network services running on the machine.",Ensure avahi daemon services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop isc-dhcp-server.service and isc-dhcp-server6.service and remove the isc-dhcp-server package: # systemctl stop isc-dhcp-server.service isc-dhcp-server6.service # apt purge isc-dhcp-server - OR - -IF the isc-dhcp-server package is required as a dependency: Run the following commands to stop and mask isc-dhcp-server.service and isc-dhcp-server6.service: # systemctl stop isc-dhcp-server.service isc-dhcp-server6.service # systemctl mask isc-dhcp-server isc-dhcp-server6.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Dynamic Host Configuration Protocol (DHCP) is a service that allows machines to be dynamically assigned IP addresses. There are two versions of the DHCP protocol DHCPv4 and DHCPv6. At startup the server may be started for one or the other via the -4 or -6 arguments.,Ensure dhcp server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop slapd.service and remove the slapd package: # systemctl stop slapd.service # apt purge slapd - OR - - IF - the slapd package is required as a dependency: Run the following commands to stop and mask slapd.service: # systemctl stop slapd.service # systemctl mask slapd.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Lightweight Directory Access Protocol (LDAP) was introduced as a replacement for NIS/YP. It is a service that provides a method for looking up information from a central database.,Ensure ldap server services are not in use.
IP_001,web_HOST_A,server,1439223498,FAIL,"Run the following commands to stop httpd.socket, httpd.service, and nginx.service, and remove httpd and nginx packages: # systemctl stop apache2.socket httpd.service nginx.service # apt purge apache2 nginx - OR - - IF - a package is installed and is required for dependencies: Run the following commands to stop and mask apache2.socket, apache2.service, and nginx.service: # systemctl stop apache2.socket apache2.service nginx.service # systemctl mask apache2.socket apache2.service nginx.service Note: Other web server packages may exist. If not required and authorized by local site policy, they should also be removed. If the package is required for a dependency, the service and socket should be stopped and masked.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,Web servers provide the ability to host web site content.,Ensure web server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,"Run one of the following commands to remove dovecot-imapd and dovecot-pop3d: Run the following commands to stop dovecot.socket and dovecot.service, and remove the dovecot-imapd and dovecot-pop3d packages: # systemctl stop dovecot.socket dovecot.service # apt purge dovecot-imapd dovecot-pop3d - OR - - IF - a package is installed and is required for dependencies: Run the following commands to stop and mask dovecot.socket and dovecot.service: # systemctl stop dovecot.socket dovecot.service # systemctl mask dovecot.socket dovecot.service.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,dovecot-imapd and dovecot-pop3d are an open source IMAP and POP3 server for Linux based systems.,Ensure message access server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop ypserv.service and remove ypserv package: # systemctl stop ypserv.service # apt purge ypserv - OR - - IF - the ypserv package is required as a dependency: Run the following commands to stop and mask ypserv.service: # systemctl stop ypserv.service # systemctl mask ypserv.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Network Information Service (NIS) (formally known as Yellow Pages) is a client-server directory service protocol for distributing system configuration files. The NIS server is a collection of programs that allow for the distribution of configuration files. The NIS client (ypbind) was used to bind a machine to an NIS server and receive the distributed configuration files.,Ensure nis server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following commands to stop rsync.service, and remove the rsync package: # systemctl stop rsync.service # apt purge rsync - OR - - IF - the rsync package is required as a dependency: Run the following commands to stop and mask rsync.service: # systemctl stop rsync.service # systemctl mask rsync.service.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The rsync service can be used to synchronize files between systems over network links.,Ensure rsync services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Uninstall talk: # apt purge talk.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"The talk software makes it possible for users to send and receive messages across systems through a terminal session. The talk client, which allows initialization of talk sessions, is installed by default.",Ensure talk client is not installed.
IP_001,web_HOST_A,server,1439223498,FAIL,Uninstall telnet: # apt purge telnet.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"The telnet package contains the telnet client, which allows users to start connections to other systems via the telnet protocol.",Ensure telnet client is not installed.
IP_001,web_HOST_A,server,1439223498,PASS,Uninstall ldap-utils: # apt purge ldap-utils.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Lightweight Directory Access Protocol (LDAP) was introduced as a replacement for NIS/YP. It is a service that provides a method for looking up information from a central database.,Ensure ldap client is not installed.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to create a table in nftables # nft create table inet <table name> Example: # nft create table inet filter.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,Tables hold chains. Each table only has one address family and only applies to packets of this family. Tables can have one of five families.,Ensure a nftables table exists.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to create the base chains: # nft create chain inet <table name> <base chain name> { type filter hook <(input|forward|output)> priority 0 \; } Example: # nft create chain inet filter input { type filter hook input priority 0 \; } # nft create chain inet filter forward { type filter hook forward priority 0 \; } # nft create chain inet filter output { type filter hook output priority 0 \; }.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"Chains are containers for rules. They exist in two kinds, base chains and regular chains. A base chain is an entry point for packets from the networking stack, a regular chain may be used as jump target and is used for better rule organization.",Ensure nftables base chains exist.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following commands to implement the loopback rules: # iptables -A INPUT -i lo -j ACCEPT # iptables -A OUTPUT -o lo -j ACCEPT # iptables -A INPUT -s 127.0.0.0/8 -j DROP.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"Configure the loopback interface to accept traffic. Configure all other interfaces to deny traffic to the loopback network (127.0.0.0/8). Note: - Changing firewall settings while connected over network can result in being locked out of the system - Remediation will only affect the active system firewall, be sure to configure the default policy in your firewall management to apply on boot as well.",Ensure iptables loopback traffic is configured.
